all_hyps,all_probs,task_id,for_word
"
For example 1, wif means ""dax"".
For example 2, w",-12.502817816599999,1,wif
"
For example 1, wif means ""dax"".
For example 2, w",-12.502817816599999,1,wif
"
For example 1, wif means ""dax"".
For example 2, w",-12.502817816599999,1,wif
"
For example 1, wif means ""dax"".
For example 2, w",-12.502817816599999,1,wif
"
For example 1, wif means ""dax"".
For example 2, w",-12.502817816599999,1,wif
"
For example, in the first input, ""zup"" means ""yellow"". In the second",-11.740013140699999,1,zup
"
For example, in the first input, ""zup"" means ""yellow"". In the second",-11.740013140699999,1,zup
"
For example, in the first input, ""zup"" means ""yellow"". In the second",-11.740013140699999,1,zup
"
For example, in the first input, ""zup"" means ""yellow"". In the second",-11.740013140699999,1,zup
"
For example, in the first input, ""zup"" means ""yellow"". In the second",-11.740013140699999,1,zup
"
For example 1, bluf means ""yellow"".
For example 2, bluf",-10.636279636800001,1,bluf
"
For example 1, bluf means ""yellow"".
For example 2, bluf",-10.636279636800001,1,bluf
"
For example 1, bluf means ""yellow"".
For example 2, bluf",-10.636279636800001,1,bluf
"
For example 1, bluf means ""yellow"".
For example 2, bluf",-10.636279636800001,1,bluf
"
For example 1, bluf means ""yellow"".
For example 2, bluf",-10.636279636800001,1,bluf
"
For example 1, walm means yellow.
For example 2, walm means",-12.13608447202,1,walm
"
For example 1, walm means yellow.
For example 2, walm means",-12.13608447202,1,walm
"
For example 1, walm means yellow.
For example 2, walm means",-12.13608447202,1,walm
"
For example 1, walm means yellow.
For example 2, walm means",-12.13608447202,1,walm
"
For example 1, walm means yellow.
For example 2, walm means",-12.13608447202,1,walm
"
For example 1, the nonce word lug means blue.
For example 2,",-10.27654507076,2,lug
"
For example 1, the nonce word lug means blue.
For example 2,",-10.27654507076,2,lug
"
For example 1, the nonce word lug means blue.
For example 2,",-10.27654507076,2,lug
"
For example 1, the nonce word lug means blue.
For example 2,",-10.27654507076,2,lug
"
For example 1, the nonce word lug means blue.
For example 2,",-10.27654507076,2,lug
"
For example 1, the nonce word dax means ""red"".
For example ",-10.2353650798,2,dax
"
For example 1, the nonce word dax means ""red"".
For example ",-10.2353650798,2,dax
"
For example 1, the nonce word dax means ""red"".
For example ",-10.2353650798,2,dax
"
For example 1, the nonce word dax means ""red"".
For example ",-10.2353650798,2,dax
"
For example 1, the nonce word dax means ""red"".
For example ",-10.2353650798,2,dax
"
For example 1, wif means red.
For example 2, wif means",-4.4939103651,2,wif
"
For example 1, wif means red.
For example 2, wif means",-4.4939103651,2,wif
"
For example 1, wif means red.
For example 2, wif means",-4.4939103651,2,wif
"
For example 1, wif means red.
For example 2, wif means",-4.4939103651,2,wif
"
For example 1, wif means red.
For example 2, wif means",-4.4939103651,2,wif
"
For example 1, zup means yellow.
For example 2, zup means",-8.2563151728,2,zup
"
For example 1, zup means yellow.
For example 2, zup means",-8.2563151728,2,zup
"
For example 1, zup means yellow.
For example 2, zup means",-8.2563151728,2,zup
"
For example 1, zup means yellow.
For example 2, zup means",-8.2563151728,2,zup
"
For example 1, zup means yellow.
For example 2, zup means",-8.2563151728,2,zup
"
For example 1, bluf means yellow.
For example 2, bluf means",-12.120877928319999,2,bluf
"
For example 1, bluf means yellow.
For example 2, bluf means",-12.120877928319999,2,bluf
"
For example 1, bluf means yellow.
For example 2, bluf means",-12.120877928319999,2,bluf
"
For example 1, bluf means yellow.
For example 2, bluf means",-12.120877928319999,2,bluf
"
For example 1, bluf means yellow.
For example 2, bluf means",-12.120877928319999,2,bluf
"
For example 1, walm means green.
For example 2, walm means",-13.25248466265,2,walm
"
For example 1, walm means green.
For example 2, walm means",-13.25248466265,2,walm
"
For example 1, walm means green.
For example 2, walm means",-13.25248466265,2,walm
"
For example 1, walm means green.
For example 2, walm means",-13.25248466265,2,walm
"
For example 1, walm means green.
For example 2, walm means",-13.25248466265,2,walm
"
For example 1, the nonce word lug means blue.
For example 2,",-7.0097545625999995,3,lug
"
For example 1, the nonce word lug means blue.
For example 2,",-7.0097545625999995,3,lug
"
For example 1, the nonce word lug means blue.
For example 2,",-7.0097545625999995,3,lug
"
For example 1, the nonce word lug means blue.
For example 2,",-7.0097545625999995,3,lug
"
For example 1, the nonce word lug means blue.
For example 2,",-7.0097545625999995,3,lug
"
For example 1, the nonce word dax means ""green"".
For example ",-8.5448467732,3,dax
"
For example 1, the nonce word dax means ""green"".
For example ",-8.5448467732,3,dax
"
For example 1, the nonce word dax means ""green"".
For example ",-8.5448467732,3,dax
"
For example 1, the nonce word dax means ""green"".
For example ",-8.5448467732,3,dax
"
For example 1, the nonce word dax means ""green"".
For example ",-8.5448467732,3,dax
"
For example 1, wif means red.
For example 2, wif means",-7.166641649600001,3,wif
"
For example 1, wif means red.
For example 2, wif means",-7.166641649600001,3,wif
"
For example 1, wif means red.
For example 2, wif means",-7.166641649600001,3,wif
"
For example 1, wif means red.
For example 2, wif means",-7.166641649600001,3,wif
"
For example 1, wif means red.
For example 2, wif means",-7.166641649600001,3,wif
"
For example 1, zup means ""blue"".
For example 2, zup",-12.39066634754,3,zup
"
For example 1, zup means ""blue"".
For example 2, zup",-12.39066634754,3,zup
"
For example 1, zup means ""blue"".
For example 2, zup",-12.39066634754,3,zup
"
For example 1, zup means ""blue"".
For example 2, zup",-12.39066634754,3,zup
"
For example 1, zup means ""blue"".
For example 2, zup",-12.39066634754,3,zup
"
For example 1, bluf means ""green"".
For example 2, bluf",-9.292582901600001,3,bluf
"
For example 1, bluf means ""green"".
For example 2, bluf",-9.292582901600001,3,bluf
"
For example 1, bluf means ""green"".
For example 2, bluf",-9.292582901600001,3,bluf
"
For example 1, bluf means ""green"".
For example 2, bluf",-9.292582901600001,3,bluf
"
For example 1, bluf means ""green"".
For example 2, bluf",-9.292582901600001,3,bluf
"
For example 1 and 2, walm means green.
For example 3,",-11.7362319643,3,walm
"
For example 1 and 2, walm means green.
For example 3,",-11.7362319643,3,walm
"
For example 1 and 2, walm means green.
For example 3,",-11.7362319643,3,walm
"
For example 1 and 2, walm means green.
For example 3,",-11.7362319643,3,walm
"
For example 1 and 2, walm means green.
For example 3,",-11.7362319643,3,walm
"
For example 1, lug means blue.
For example 2, lug means blue.",-8.353040089659999,4,lug
"
For example 1, lug means blue.
For example 2, lug means blue.",-8.353040089659999,4,lug
"
For example 1, lug means blue.
For example 2, lug means blue.",-8.353040089659999,4,lug
"
For example 1, lug means blue.
For example 2, lug means blue.",-8.353040089659999,4,lug
"
For example 1, lug means blue.
For example 2, lug means blue.",-8.353040089659999,4,lug
"
For example 1, the nonce word dax means ""blue"".
For example ",-9.96160146548,4,dax
"
For example 1, the nonce word dax means ""blue"".
For example ",-9.96160146548,4,dax
"
For example 1, the nonce word dax means ""blue"".
For example ",-9.96160146548,4,dax
"
For example 1, the nonce word dax means ""blue"".
For example ",-9.96160146548,4,dax
"
For example 1, the nonce word dax means ""blue"".
For example ",-9.96160146548,4,dax
"
For example 1, wif means blue.
For example 2, wif means",-10.5556755066,4,wif
"
For example 1, wif means blue.
For example 2, wif means",-10.5556755066,4,wif
"
For example 1, wif means blue.
For example 2, wif means",-10.5556755066,4,wif
"
For example 1, wif means blue.
For example 2, wif means",-10.5556755066,4,wif
"
For example 1, wif means blue.
For example 2, wif means",-10.5556755066,4,wif
"
For example 1, the nonce word zup means ""blue"".
For example ",-10.38492166606,4,zup
"
For example 1, the nonce word zup means ""blue"".
For example ",-10.38492166606,4,zup
"
For example 1, the nonce word zup means ""blue"".
For example ",-10.38492166606,4,zup
"
For example 1, the nonce word zup means ""blue"".
For example ",-10.38492166606,4,zup
"
For example 1, the nonce word zup means ""blue"".
For example ",-10.38492166606,4,zup
"
For example, in the first input, bluf means ""blue"". In the second input,",-11.067981164588,4,bluf
"
For example, in the first input, bluf means ""blue"". In the second input,",-11.067981164588,4,bluf
"
For example, in the first input, bluf means ""blue"". In the second input,",-11.067981164588,4,bluf
"
For example, in the first input, bluf means ""blue"". In the second input,",-11.067981164588,4,bluf
"
For example, in the first input, bluf means ""blue"". In the second input,",-11.067981164588,4,bluf
"
For example 1, walm means green.
For example 2, walm means",-13.2773662407,4,walm
"
For example 1, walm means green.
For example 2, walm means",-13.2773662407,4,walm
"
For example 1, walm means green.
For example 2, walm means",-13.2773662407,4,walm
"
For example 1, walm means green.
For example 2, walm means",-13.2773662407,4,walm
"
For example 1, walm means green.
For example 2, walm means",-13.2773662407,4,walm
"
For example 1, lug means blue.
For example 2, lug means red and",-4.7303352713799995,5,lug
"
For example 1, lug means blue.
For example 2, lug means red and",-4.7303352713799995,5,lug
"
For example 1, lug means blue.
For example 2, lug means red and",-4.7303352713799995,5,lug
"
For example 1, lug means blue.
For example 2, lug means red and",-4.7303352713799995,5,lug
"
For example 1, lug means blue.
For example 2, lug means red and",-4.7303352713799995,5,lug
"
For example, in the first input, ""dax wif"", the nonce word """,-11.23795915092,5,dax
"
For example, in the first input, ""dax wif"", the nonce word """,-11.23795915092,5,dax
"
For example, in the first input, ""dax wif"", the nonce word """,-11.23795915092,5,dax
"
For example, in the first input, ""dax wif"", the nonce word """,-11.23795915092,5,dax
"
For example, in the first input, ""dax wif"", the nonce word """,-11.23795915092,5,dax
"
For example 1, wif means ""blue"".
For example 2, wif",-7.9656298827,5,wif
"
For example 1, wif means ""blue"".
For example 2, wif",-7.9656298827,5,wif
"
For example 1, wif means ""blue"".
For example 2, wif",-7.9656298827,5,wif
"
For example 1, wif means ""blue"".
For example 2, wif",-7.9656298827,5,wif
"
For example 1, wif means ""blue"".
For example 2, wif",-7.9656298827,5,wif
"
For example 1, the nonce word ""zup"" means ""blue"".
For",-7.3817526656,5,zup
"
For example 1, the nonce word ""zup"" means ""blue"".
For",-7.3817526656,5,zup
"
For example 1, the nonce word ""zup"" means ""blue"".
For",-7.3817526656,5,zup
"
For example 1, the nonce word ""zup"" means ""blue"".
For",-7.3817526656,5,zup
"
For example 1, the nonce word ""zup"" means ""blue"".
For",-7.3817526656,5,zup
"
For example, in the first input, bluf means yellow. In the second input, bl",-10.97208542876,5,bluf
"
For example, in the first input, bluf means yellow. In the second input, bl",-10.97208542876,5,bluf
"
For example, in the first input, bluf means yellow. In the second input, bl",-10.97208542876,5,bluf
"
For example, in the first input, bluf means yellow. In the second input, bl",-10.97208542876,5,bluf
"
For example, in the first input, bluf means yellow. In the second input, bl",-10.97208542876,5,bluf
"
For example 1, walm means yellow.
For example 2, walm means",-10.839585530719997,5,walm
"
For example 1, walm means yellow.
For example 2, walm means",-10.839585530719997,5,walm
"
For example 1, walm means yellow.
For example 2, walm means",-10.839585530719997,5,walm
"
For example 1, walm means yellow.
For example 2, walm means",-10.839585530719997,5,walm
"
For example 1, walm means yellow.
For example 2, walm means",-10.839585530719997,5,walm
"
For example, in the first input, lug means blue. In the second input, lug means",-10.77079638064,6,lug
"
For example, in the first input, lug means blue. In the second input, lug means",-10.77079638064,6,lug
"
For example, in the first input, lug means blue. In the second input, lug means",-10.77079638064,6,lug
"
For example, in the first input, lug means blue. In the second input, lug means",-10.77079638064,6,lug
"
For example, in the first input, lug means blue. In the second input, lug means",-10.77079638064,6,lug
"
For example 1, the nonce word dax means ""wife"".
For example",-9.32795461396,6,dax
"
For example 1, the nonce word dax means ""wife"".
For example",-9.32795461396,6,dax
"
For example 1, the nonce word dax means ""wife"".
For example",-9.32795461396,6,dax
"
For example 1, the nonce word dax means ""wife"".
For example",-9.32795461396,6,dax
"
For example 1, the nonce word dax means ""wife"".
For example",-9.32795461396,6,dax
"
For example 1, wif means ""red"".
For example 2, wif",-11.163653457799999,6,wif
"
For example 1, wif means ""red"".
For example 2, wif",-11.163653457799999,6,wif
"
For example 1, wif means ""red"".
For example 2, wif",-11.163653457799999,6,wif
"
For example 1, wif means ""red"".
For example 2, wif",-11.163653457799999,6,wif
"
For example 1, wif means ""red"".
For example 2, wif",-11.163653457799999,6,wif
"
For example 1 and 2, zup means yellow.
For example 3 and",-5.4050515286,6,zup
"
For example 1 and 2, zup means yellow.
For example 3 and",-5.4050515286,6,zup
"
For example 1 and 2, zup means yellow.
For example 3 and",-5.4050515286,6,zup
"
For example 1 and 2, zup means yellow.
For example 3 and",-5.4050515286,6,zup
"
For example 1 and 2, zup means yellow.
For example 3 and",-5.4050515286,6,zup
"
For example 1, bluf means ""red"".
For example 2, bluf",-11.3024063492,6,bluf
"
For example 1, bluf means ""red"".
For example 2, bluf",-11.3024063492,6,bluf
"
For example 1, bluf means ""red"".
For example 2, bluf",-11.3024063492,6,bluf
"
For example 1, bluf means ""red"".
For example 2, bluf",-11.3024063492,6,bluf
"
For example 1, bluf means ""red"".
For example 2, bluf",-11.3024063492,6,bluf
"
For example 1, walm means green.
For example 2, walm means",-9.2590802999,6,walm
"
For example 1, walm means green.
For example 2, walm means",-9.2590802999,6,walm
"
For example 1, walm means green.
For example 2, walm means",-9.2590802999,6,walm
"
For example 1, walm means green.
For example 2, walm means",-9.2590802999,6,walm
"
For example 1, walm means green.
For example 2, walm means",-9.2590802999,6,walm
"
For example 1, the nonce word lug means blue.
For example 2,",-9.41447656524,7,lug
"
For example 1, the nonce word lug means blue.
For example 2,",-9.41447656524,7,lug
"
For example 1, the nonce word lug means blue.
For example 2,",-9.41447656524,7,lug
"
For example 1, the nonce word lug means blue.
For example 2,",-9.41447656524,7,lug
"
For example 1, the nonce word lug means blue.
For example 2,",-9.41447656524,7,lug
"
For example, in the first two inputs, dax means green.
In the third input",-7.856365327600001,7,dax
"
For example, in the first two inputs, dax means green.
In the third input",-7.856365327600001,7,dax
"
For example, in the first two inputs, dax means green.
In the third input",-7.856365327600001,7,dax
"
For example, in the first two inputs, dax means green.
In the third input",-7.856365327600001,7,dax
"
For example, in the first two inputs, dax means green.
In the third input",-7.856365327600001,7,dax
"
For example 1, wif means blue.
For example 2, wif means",-9.891897405348,7,wif
"
For example 1, wif means blue.
For example 2, wif means",-9.891897405348,7,wif
"
For example 1, wif means blue.
For example 2, wif means",-9.891897405348,7,wif
"
For example 1, wif means blue.
For example 2, wif means",-9.891897405348,7,wif
"
For example 1, wif means blue.
For example 2, wif means",-9.891897405348,7,wif
"
For example 1, the nonce word zup means yellow.
For example 2",-6.588010218380001,7,zup
"
For example 1, the nonce word zup means yellow.
For example 2",-6.588010218380001,7,zup
"
For example 1, the nonce word zup means yellow.
For example 2",-6.588010218380001,7,zup
"
For example 1, the nonce word zup means yellow.
For example 2",-6.588010218380001,7,zup
"
For example 1, the nonce word zup means yellow.
For example 2",-6.588010218380001,7,zup
"
For example, in the first input, bluf means ""wife"". In the second input",-8.82241266208,7,bluf
"
For example, in the first input, bluf means ""wife"". In the second input",-8.82241266208,7,bluf
"
For example, in the first input, bluf means ""wife"". In the second input",-8.82241266208,7,bluf
"
For example, in the first input, bluf means ""wife"". In the second input",-8.82241266208,7,bluf
"
For example, in the first input, bluf means ""wife"". In the second input",-8.82241266208,7,bluf
"
For example 1, walm means blue.
For example 2, walm means",-8.188128428659999,7,walm
"
For example 1, walm means blue.
For example 2, walm means",-8.188128428659999,7,walm
"
For example 1, walm means blue.
For example 2, walm means",-8.188128428659999,7,walm
"
For example 1, walm means blue.
For example 2, walm means",-8.188128428659999,7,walm
"
For example 1, walm means blue.
For example 2, walm means",-8.188128428659999,7,walm
"
For example 1, lug means blue.
For example 2, lug means blue.",-9.62464421116,8,lug
"
For example 1, lug means blue.
For example 2, lug means blue.",-9.62464421116,8,lug
"
For example 1, lug means blue.
For example 2, lug means blue.",-9.62464421116,8,lug
"
For example 1, lug means blue.
For example 2, lug means blue.",-9.62464421116,8,lug
"
For example 1, lug means blue.
For example 2, lug means blue.",-9.62464421116,8,lug
"
For example, in the first input, ""dax"" is the nonce word, and",-10.517684943359999,8,dax
"
For example, in the first input, ""dax"" is the nonce word, and",-10.517684943359999,8,dax
"
For example, in the first input, ""dax"" is the nonce word, and",-10.517684943359999,8,dax
"
For example, in the first input, ""dax"" is the nonce word, and",-10.517684943359999,8,dax
"
For example, in the first input, ""dax"" is the nonce word, and",-10.517684943359999,8,dax
"
For example 1, wif means red.
For example 2, wif means",-8.913306220499999,8,wif
"
For example 1, wif means red.
For example 2, wif means",-8.913306220499999,8,wif
"
For example 1, wif means red.
For example 2, wif means",-8.913306220499999,8,wif
"
For example 1, wif means red.
For example 2, wif means",-8.913306220499999,8,wif
"
For example 1, wif means red.
For example 2, wif means",-8.913306220499999,8,wif
"
For example 1, zup means ""blue"".
For example 2, zup",-8.801119675599999,8,zup
"
For example 1, zup means ""blue"".
For example 2, zup",-8.801119675599999,8,zup
"
For example 1, zup means ""blue"".
For example 2, zup",-8.801119675599999,8,zup
"
For example 1, zup means ""blue"".
For example 2, zup",-8.801119675599999,8,zup
"
For example 1, zup means ""blue"".
For example 2, zup",-8.801119675599999,8,zup
"
For example 1, bluf means ""yellow"".
For example 2, bluf",-10.528146076639999,8,bluf
"
For example 1, bluf means ""yellow"".
For example 2, bluf",-10.528146076639999,8,bluf
"
For example 1, bluf means ""yellow"".
For example 2, bluf",-10.528146076639999,8,bluf
"
For example 1, bluf means ""yellow"".
For example 2, bluf",-10.528146076639999,8,bluf
"
For example 1, bluf means ""yellow"".
For example 2, bluf",-10.528146076639999,8,bluf
"
For example 1, the nonce word walm means blue.
For example 2",-9.37194469852,8,walm
"
For example 1, the nonce word walm means blue.
For example 2",-9.37194469852,8,walm
"
For example 1, the nonce word walm means blue.
For example 2",-9.37194469852,8,walm
"
For example 1, the nonce word walm means blue.
For example 2",-9.37194469852,8,walm
"
For example 1, the nonce word walm means blue.
For example 2",-9.37194469852,8,walm
"
For example 1, the nonce word ""lug"" means ""blue"".
For",-7.327640917720001,9,lug
"
For example 1, the nonce word ""lug"" means ""blue"".
For",-7.327640917720001,9,lug
"
For example 1, the nonce word ""lug"" means ""blue"".
For",-7.327640917720001,9,lug
"
For example 1, the nonce word ""lug"" means ""blue"".
For",-7.327640917720001,9,lug
"
For example 1, the nonce word ""lug"" means ""blue"".
For",-7.327640917720001,9,lug
"
For example 1, the nonce word dax means ""green"".
For example ",-9.994562599599998,9,dax
"
For example 1, the nonce word dax means ""green"".
For example ",-9.994562599599998,9,dax
"
For example 1, the nonce word dax means ""green"".
For example ",-9.994562599599998,9,dax
"
For example 1, the nonce word dax means ""green"".
For example ",-9.994562599599998,9,dax
"
For example 1, the nonce word dax means ""green"".
For example ",-9.994562599599998,9,dax
"
For example 1, wif means green.
For example 2, wif means",-10.7540175094,9,wif
"
For example 1, wif means green.
For example 2, wif means",-10.7540175094,9,wif
"
For example 1, wif means green.
For example 2, wif means",-10.7540175094,9,wif
"
For example 1, wif means green.
For example 2, wif means",-10.7540175094,9,wif
"
For example 1, wif means green.
For example 2, wif means",-10.7540175094,9,wif
"
For example 1, the nonce word zup means yellow.
For example 2",-7.35745515394,9,zup
"
For example 1, the nonce word zup means yellow.
For example 2",-7.35745515394,9,zup
"
For example 1, the nonce word zup means yellow.
For example 2",-7.35745515394,9,zup
"
For example 1, the nonce word zup means yellow.
For example 2",-7.35745515394,9,zup
"
For example 1, the nonce word zup means yellow.
For example 2",-7.35745515394,9,zup
"
For example 1, bluf means blue.
For example 2, bluf means",-9.848679145539998,9,bluf
"
For example 1, bluf means blue.
For example 2, bluf means",-9.848679145539998,9,bluf
"
For example 1, bluf means blue.
For example 2, bluf means",-9.848679145539998,9,bluf
"
For example 1, bluf means blue.
For example 2, bluf means",-9.848679145539998,9,bluf
"
For example 1, bluf means blue.
For example 2, bluf means",-9.848679145539998,9,bluf
"
For example 1, walm means ""red"".
For example 2, walm",-12.480098288659999,9,walm
"
For example 1, walm means ""red"".
For example 2, walm",-12.480098288659999,9,walm
"
For example 1, walm means ""red"".
For example 2, walm",-12.480098288659999,9,walm
"
For example 1, walm means ""red"".
For example 2, walm",-12.480098288659999,9,walm
"
For example 1, walm means ""red"".
For example 2, walm",-12.480098288659999,9,walm
"
For example 1, the nonce word lug means blue.
For example 2,",-8.197048731379999,10,lug
"
For example 1, the nonce word lug means blue.
For example 2,",-8.197048731379999,10,lug
"
For example 1, the nonce word lug means blue.
For example 2,",-8.197048731379999,10,lug
"
For example 1, the nonce word lug means blue.
For example 2,",-8.197048731379999,10,lug
"
For example 1, the nonce word lug means blue.
For example 2,",-8.197048731379999,10,lug
"
For example 1, the meaning of dax is ""green"".
For example 2",-9.2896775109,10,dax
"
For example 1, the meaning of dax is ""green"".
For example 2",-9.2896775109,10,dax
"
For example 1, the meaning of dax is ""green"".
For example 2",-9.2896775109,10,dax
"
For example 1, the meaning of dax is ""green"".
For example 2",-9.2896775109,10,dax
"
For example 1, the meaning of dax is ""green"".
For example 2",-9.2896775109,10,dax
"
For example 1, wif means yellow.
For example 2, wif means",-8.487077150180001,10,wif
"
For example 1, wif means yellow.
For example 2, wif means",-8.487077150180001,10,wif
"
For example 1, wif means yellow.
For example 2, wif means",-8.487077150180001,10,wif
"
For example 1, wif means yellow.
For example 2, wif means",-8.487077150180001,10,wif
"
For example 1, wif means yellow.
For example 2, wif means",-8.487077150180001,10,wif
"
For example 1, the nonce word zup means yellow.
For example 2",-5.1874078774,10,zup
"
For example 1, the nonce word zup means yellow.
For example 2",-5.1874078774,10,zup
"
For example 1, the nonce word zup means yellow.
For example 2",-5.1874078774,10,zup
"
For example 1, the nonce word zup means yellow.
For example 2",-5.1874078774,10,zup
"
For example 1, the nonce word zup means yellow.
For example 2",-5.1874078774,10,zup
"
For example, in the first input, bluf means ""green"". In the second input,",-9.5416677859,10,bluf
"
For example, in the first input, bluf means ""green"". In the second input,",-9.5416677859,10,bluf
"
For example, in the first input, bluf means ""green"". In the second input,",-9.5416677859,10,bluf
"
For example, in the first input, bluf means ""green"". In the second input,",-9.5416677859,10,bluf
"
For example, in the first input, bluf means ""green"". In the second input,",-9.5416677859,10,bluf
"
For example 1, walm means green.
For example 2, walm means",-14.624558064820002,10,walm
"
For example 1, walm means green.
For example 2, walm means",-14.624558064820002,10,walm
"
For example 1, walm means green.
For example 2, walm means",-14.624558064820002,10,walm
"
For example 1, walm means green.
For example 2, walm means",-14.624558064820002,10,walm
"
For example 1, walm means green.
For example 2, walm means",-14.624558064820002,10,walm
"
For example 1, the nonce word lug means ""yellow"".
For example 2",-9.3242010952,11,lug
"
For example 1, the nonce word lug means ""yellow"".
For example 2",-9.3242010952,11,lug
"
For example 1, the nonce word lug means ""yellow"".
For example 2",-9.3242010952,11,lug
"
For example 1, the nonce word lug means ""yellow"".
For example 2",-9.3242010952,11,lug
"
For example 1, the nonce word lug means ""yellow"".
For example 2",-9.3242010952,11,lug
"
For example 1, dax means ""yellow"".
For example 2, dax",-9.67748315312,11,dax
"
For example 1, dax means ""yellow"".
For example 2, dax",-9.67748315312,11,dax
"
For example 1, dax means ""yellow"".
For example 2, dax",-9.67748315312,11,dax
"
For example 1, dax means ""yellow"".
For example 2, dax",-9.67748315312,11,dax
"
For example 1, dax means ""yellow"".
For example 2, dax",-9.67748315312,11,dax
"
For example 1, wif means green.
For example 2, wif means",-6.425043280200001,11,wif
"
For example 1, wif means green.
For example 2, wif means",-6.425043280200001,11,wif
"
For example 1, wif means green.
For example 2, wif means",-6.425043280200001,11,wif
"
For example 1, wif means green.
For example 2, wif means",-6.425043280200001,11,wif
"
For example 1, wif means green.
For example 2, wif means",-6.425043280200001,11,wif
"
For example 1, the word ""zup"" means ""green"".
For example ",-11.231461853019999,11,zup
"
For example 1, the word ""zup"" means ""green"".
For example ",-11.231461853019999,11,zup
"
For example 1, the word ""zup"" means ""green"".
For example ",-11.231461853019999,11,zup
"
For example 1, the word ""zup"" means ""green"".
For example ",-11.231461853019999,11,zup
"
For example 1, the word ""zup"" means ""green"".
For example ",-11.231461853019999,11,zup
"
For example 1, bluf means ""green"".
For example 2, bluf",-9.2647666151,11,bluf
"
For example 1, bluf means ""green"".
For example 2, bluf",-9.2647666151,11,bluf
"
For example 1, bluf means ""green"".
For example 2, bluf",-9.2647666151,11,bluf
"
For example 1, bluf means ""green"".
For example 2, bluf",-9.2647666151,11,bluf
"
For example 1, bluf means ""green"".
For example 2, bluf",-9.2647666151,11,bluf
"
For example 1, walm means blue.
For example 2, walm means",-13.23405240208,11,walm
"
For example 1, walm means blue.
For example 2, walm means",-13.23405240208,11,walm
"
For example 1, walm means blue.
For example 2, walm means",-13.23405240208,11,walm
"
For example 1, walm means blue.
For example 2, walm means",-13.23405240208,11,walm
"
For example 1, walm means blue.
For example 2, walm means",-13.23405240208,11,walm
"
For example 1, the nonce word lug means ""yellow"".
For example 2",-6.9282360232,12,lug
"
For example 1, the nonce word lug means ""yellow"".
For example 2",-6.9282360232,12,lug
